fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2025-2026,Dec,16,KERALA,1604,KOZHIKODE,4968492,368.568873731185,50,175,2180.529279512,9631,0,23575,6196407,755620,36667,101170,3983,1617.65036,26636.2071312123,123502,134663,186721,297938,2473,363885,538426,33206,22838.0274917003,5641098,32,40.58,88.13,100.13,NA
2025-2026,Dec,16,KERALA,1605,MALAPPURAM,2725643,371.024451176035,47,191,1229.834451265,11468,0,21388,3300029,1109698,58672,127875,5691,848.70971,14322.458647165,69567,77773,140472,228413,2104,438641,631331,32856,12243.9144859,2821185,60,24.05,75.34,100.11,NA
2025-2026,Dec,16,KERALA,1606,PALAKKAD,3615914,389.780419052378,26,173,1434.365703429,17880,0,30012,3243437,977173,83039,401748,20997,1145.50416,15222.1521937289,122345,135312,206749,299037,569,424370,576592,47892,12642.2823302999,2846579,60,59.59,75.71,100.11,NA
2025-2026,Dec,16,KERALA,1607,THRISSUR,2235477,368.391204318714,45,181,715.456138223,7977,0,16827,2906606,908015,46989,47077,2444,861.06418,12284.201166423,63755,68772,146217,193796,3202,356375,437501,24804,10707.6808482,2602930,50,40.6,83.27,100.45,NA
2025-2026,Dec,16,KERALA,1614,THIRUVANANTHAPURAM,6256041,366.655595601236,50,160,2920.409284057,11854,0,26950,7463005,1260068,56290,221348,7741,1666.80119,31950.735906557,148906,160802,217979,331119,5163,403634,574247,38804,27363.5254325,6625890,44,57.06,86.52,100.05,NA
2025-2026,Dec,16,KERALA,1602,KANNUR,2695703,372.615726930153,41,90,898.080301291999,7443,0,16744,3038490,116047,8155,257900,13495,929.91269,13149.884592492,73929,79120,124257,184910,1904,272431,376946,24187,11321.8916012,2833723,40,35.89,87.68,100.09,NA
2025-2026,Dec,16,KERALA,1606,PALAKKAD,3615914,388.772464078039,28,173,1434.365703429,18320,0,30041,3485612,1043514,82938,438838,20932,1145.50416,16130.9695240288,124145,137402,206895,298986,887,424173,576082,48361,13551.0996605998,3060212,60,59.13,75.84,100.1,NA
2025-2026,Dec,16,KERALA,1612,PATHANAMTHITTA,1448184,368.140376708732,49,83,498.542173007,4037,0,9789,2009749,569566,33284,35511,2122,478.67787,8375.91758250696,40400,44780,63336,110499,1203,167558,260623,13826,7398.69753949996,1783102,41,58.56,90.71,100.01,NA
2025-2026,Dec,16,KERALA,1610,KOTTAYAM,1660312,370.143626689804,45,27,599.310675575,6246,0,11052,2067621,287755,18827,76392,4190,593.04794,8845.52597117499,45209,48668,80186,122655,2518,212832,298002,17298,7653.16735559999,1911708,47,50.72,82.81,100.2,NA
2025-2026,Dec,16,KERALA,1614,THIRUVANANTHAPURAM,6256041,366.310658672845,51,161,2920.409284057,11923,0,27016,7633562,1290746,56203,228643,7738,1666.80119,32549.761716457,149211,161173,217816,330820,5986,403437,573903,38939,27962.5512424,6780006,44,56.19,86.64,100.05,NA
2025-2026,Dec,16,KERALA,1601,KASARGOD,2121248,375.966591216867,45,82,776.402379642999,6337,0,13896,2715227,152761,9809,458824,24305,717.03148,11701.780255343,60306,67645,103101,159872,1659,176488,254805,20233,10208.3463957,2442456,49,40.5,86.53,100.48,NA
2025-2026,Dec,16,KERALA,1610,KOTTAYAM,1660312,370.830478250455,46,27,599.310675575,6253,0,11074,2083239,289886,18773,76846,4187,593.04794,8917.64376237499,45243,48708,80109,122416,2618,212746,297749,17327,7725.28514679999,1926426,47,50.53,82.75,100.2,NA
2025-2026,Dec,16,KERALA,1605,MALAPPURAM,2725643,372.277953229632,49,193,1229.834451265,11732,0,21313,3462577,1163416,58655,134145,5683,848.70971,14968.954945865,70245,78619,140732,228712,3014,438783,631373,33045,12890.4107846,2962504,60,23.15,75.57,100.11,NA
2025-2026,Dec,16,KERALA,1606,PALAKKAD,3615914,388.956408246887,28,173,1434.365703429,18346,0,30045,3499500,1046505,82942,443564,20933,1145.50416,16191.3993700288,124208,137498,206913,299012,912,424176,576086,48391,13611.5295065998,3071766,60,59.1,75.83,100.1,NA
2025-2026,Dec,16,KERALA,1609,IDUKKI,2543289,374.943962193517,44,85,895.678552422,12253,0,12295,3606154,409924,24765,551209,23474,863.62345,15280.358692822,81091,103843,120457,213391,3437,209311,350139,24548,13521.0566904,2674784,34,64.76,88.59,100.38,NA
2025-2026,Dec,16,KERALA,1612,PATHANAMTHITTA,1448184,367.635222975772,49,83,498.542173007,4038,0,9800,2014905,570960,33282,35793,2122,478.67787,8384.72053250697,40406,44788,63333,110488,1223,167552,260609,13838,7407.50048949997,1787777,41,58.49,90.73,100.01,NA
2025-2026,Dec,16,KERALA,1611,ALAPPUZHA,5026753,374.495431882045,38,326,1679.184051704,9994,0,21336,4821629,700414,42690,26260,1101,1331.13765,21067.1020490039,125123,135242,172567,272638,1321,268445,398082,31330,18056.7803472999,4449943,33,62.28,80.63,100.03,NA
2025-2026,Dec,16,KERALA,1614,THIRUVANANTHAPURAM,6256041,367.510501808271,51,162,2920.409284057,11949,0,27019,7697681,1302633,56195,231063,7740,1666.80119,32876.9965447569,149342,161335,217804,330766,6248,403388,573797,38968,28289.7860706999,6837984,43,55.84,86.66,100.05,NA
2025-2026,Dec,16,KERALA,1602,KANNUR,2695703,373.661621190443,41,90,898.080301291999,7443,0,16753,3043825,116328,8155,258765,13495,929.91269,13201.598832492,73965,79157,124275,184941,1916,272436,376960,24196,11373.6058412,2838814,40,35.84,87.69,100.09,NA
2025-2026,Dec,16,KERALA,1605,MALAPPURAM,2725643,372.277067319283,49,193,1229.834451265,11732,0,21314,3463391,1163771,58655,134145,5683,848.70971,14971.954605865,70245,78619,140732,228712,3014,438783,631373,33046,12893.4104446,2963219,60,23.14,75.58,100.11,NA
2025-2026,Dec,16,KERALA,1602,KANNUR,2695703,373.141349414321,41,90,898.080301291999,7443,0,16762,3059016,116988,8155,259633,13495,929.91269,13242.446572492,74024,79222,124289,184962,1978,272438,376967,24205,11414.4535812,2853251,40,35.75,87.7,100.09,NA
2025-2026,Dec,16,KERALA,1604,KOZHIKODE,4968492,369.359093010167,53,177,2180.529279512,9678,0,23754,6643812,807690,36595,107956,3977,1617.65036,28337.7033840126,124328,135724,186721,297805,3708,363745,538076,33432,24539.5237445006,6053737,31,38.17,88.56,100.12,NA
2025-2026,Dec,16,KERALA,1606,PALAKKAD,3615914,388.960892040038,28,173,1434.365703429,18346,0,30098,3521602,1052510,82928,447617,20933,1145.50416,16277.5244167288,124309,137620,206934,299003,949,424144,576001,48444,13697.6545532998,3091252,60,59.09,75.9,100.1,NA
2025-2026,Dec,16,KERALA,1606,PALAKKAD,3615914,388.957799465015,28,173,1434.365703429,18351,0,30093,3521630,1052510,82929,447617,20937,1145.50416,16277.5244167288,124309,137620,206943,299022,950,424154,576016,48444,13697.6545532998,3091266,60,59.09,75.9,100.1,NA
2025-2026,Dec,16,KERALA,1607,THRISSUR,2235477,369.050564296147,47,183,715.456138223,8030,0,17003,3080900,964613,46812,50451,2434,861.06418,12946.599153623,64266,69384,145977,193281,4416,355990,436790,25033,11370.0788354,2761116,49,39.34,83.57,100.42,NA
2025-2026,Dec,16,KERALA,1610,KOTTAYAM,1660312,370.419723318225,46,27,599.310675575,6273,0,11081,2126414,296975,18727,78922,4192,593.04794,9069.015470975,45323,48809,80039,122204,2897,212648,297495,17354,7876.6568554,1966560,47,49.92,82.84,100.19,NA
2025-2026,Dec,16,KERALA,1612,PATHANAMTHITTA,1448184,367.3078847013,50,83,498.542173007,4055,0,9821,2041324,577996,33281,36195,2125,478.67787,8475.16404730696,40464,44860,63347,110512,1364,167568,260631,13876,7497.94400429996,1811701,41,58.17,90.78,100.01,NA
2025-2026,April,16,KERALA,1605,MALAPPURAM,223008,2371554.705,2,0,0,416,42,17725,2,0,57529,0,5527,4.74471,52.1758041,1,1,133551,216912,0,420350,606039,18141,47.4310941,2,69,18.51,53.08,0,NA
2025-2026,April,16,KERALA,1602,KANNUR,220557,0,0,0,0,19,52,14122,0,0,7970,0,13415,3.60738,27.0639698,0,0,119109,176588,0,267454,369118,14141,23.4565898,0,41,0,0,0,NA
2025-2026,April,16,KERALA,1610,KOTTAYAM,135844,115612,2,0,0,47,48,9449,33,2,18613,0,4145,2.71022,40.86218,12,17,78375,119788,0,210308,294400,9496,38.15196,23,54,39.05,0,100,NA
2025-2026,April,16,KERALA,1603,WAYANAD,163214,0,0,0,0,42,15,8177,0,0,6441,0,47025,4.05543,22.70321,0,0,80709,139618,0,158182,260570,8219,18.64778,0,41,0,0,0,NA
2025-2026,April,16,KERALA,1608,ERNAKULAM,168304,0,0,0,0,26,74,11747,0,0,29859,0,2764,0,5.24353,0,0,97799,150843,0,273670,384738,11773,5.24353,0,51,0,0,0,NA
2025-2026,April,16,KERALA,1603,WAYANAD,163214,1459.15174477222,4,6,3.7985,377,0,8102,21424,1348,6443,8725,47043,4.05543,320.4625998,4380,4783,80799,139733,0,158227,260586,8479,312.6086698,18142,42,36.63,26.23,100,NA
2025-2026,April,16,KERALA,1606,PALAKKAD,295847,2397.90052163525,4,7,0,569,5,32640,22602,10041,81281,556,20681,2.36703,544.3405059,4835,5079,200420,288857,0,413285,560340,33209,541.9734759,20293,59,61.3,18.13,100,NA
2025-2026,April,16,KERALA,1607,THRISSUR,182903,345.006226626055,4,28,0,418,10,13708,51874,17304,46555,459,2429,8.3568,187.32533,11804,12198,142515,188238,0,353730,433376,14126,178.96853,45934,49,44.59,7.67,100,NA
2025-2026,April,16,KERALA,1610,KOTTAYAM,135844,399.409326566252,4,10,0,311,7,9771,73296,10327,18652,3381,4147,2.71022,295.46128,15649,16204,78570,120128,0,210397,294578,10082,292.75106,68013,52,55.61,26.61,100,NA
2025-2026,April,16,KERALA,1612,PATHANAMTHITTA,118487,333.573570372754,4,31,0,194,4,8302,99449,28666,32774,1117,2075,0,331.73558,20855,22023,61951,108330,0,164469,256324,8496,331.73558,88574,43,69.68,6.2,100,NA
2025-2026,April,16,KERALA,1602,KANNUR,220557,416.166332381388,5,15,0,338,2,14460,63379,3277,7982,2821,13422,3.60738,267.3694398,11669,12167,119339,176924,0,267659,369402,14798,263.7620598,58600,40,58.3,82.79,100,NA
2025-2026,April,16,KERALA,1612,PATHANAMTHITTA,118487,313.511663419096,5,37,0,265,0,8289,125735,37132,32776,1273,2077,0,394.19389,22642,23973,61959,108349,0,164490,256371,8554,394.19389,111505,43,70.44,95.45,100,NA
2025-2026,April,16,KERALA,1604,KOZHIKODE,406514,706.845472337704,5,12,0,633,0,19372,46905,5590,36326,605,3933,3.90904,335.4549088,8115,8727,183027,292517,0,360188,533648,20005,331.5458688,40768,37,41.95,61.87,100,NA
2025-2026,April,16,KERALA,1608,ERNAKULAM,168304,356.107325757488,5,23,0,482,0,11945,86503,16655,29904,455,2764,1.57475,309.61827,15344,15929,98037,151220,0,273862,385038,12427,308.04352,77284,50,55.93,68.27,100,NA
2025-2026,April,16,KERALA,1612,PATHANAMTHITTA,118487,331.634234936792,6,38,0,307,0,8309,146184,43257,32802,1742,2079,0,484.79619,23545,25015,62008,108441,0,164511,256413,8616,484.79619,129459,43,68.51,93.56,100,NA
2025-2026,April,16,KERALA,1604,KOZHIKODE,406514,701.277227279448,5,12,0,633,0,19383,47347,5590,36326,605,3933,3.90904,335.9427688,8142,8765,183027,292517,0,360190,533651,20016,332.0337288,41112,37,41.64,61.41,100,NA
2025-2026,April,16,KERALA,1602,KANNUR,220557,412.909508824155,6,19,0,370,1,14504,89357,4570,7983,5086,13423,3.60738,372.5709298,14386,15025,119393,177012,0,267695,369464,14874,368.9635498,82587,41,56.94,84.1,100,NA
2025-2026,April,16,KERALA,1604,KOZHIKODE,406514,622.710208073168,5,14,0,675,0,19455,56855,6607,36327,690,3933,3.90904,357.9509288,9565,10297,183059,292569,2,360210,533681,20130,354.0418888,49162,37,39.87,62.43,100,NA
2025-2026,April,16,KERALA,1607,THRISSUR,182903,348.187295639657,5,46,0.63,473,0,13962,111849,36515,46614,832,2429,8.3568,398.4308083,18899,19738,142684,188510,0,353787,433489,14435,389.4440083,98204,50,43.69,80.18,100,NA
2025-2026,April,16,KERALA,1612,PATHANAMTHITTA,118487,333.778728791486,6,39,0,389,0,8243,165087,48701,32806,2244,2079,0,551.02529,24421,25973,62018,108465,0,164523,256440,8632,551.02529,146207,43,68.99,93.5,100,NA
2025-2026,April,16,KERALA,1601,KASARGOD,173556,677.901175347095,7,6,1.528,263,0,12563,27226,2323,9539,4564,23727,4.5322,190.625574,3696,4222,99429,153786,0,172727,249027,12826,184.565374,22364,52,42.65,51.22,100,NA
2025-2026,April,16,KERALA,1606,PALAKKAD,295847,952.665089875535,6,10,4.192,777,2,32931,70542,25364,81371,5841,20739,2.36703,678.5880377,10800,12109,200764,289447,0,413902,561346,33708,672.0290077,59764,60,59.97,65.33,100,NA
2025-2026,April,16,KERALA,1607,THRISSUR,182903,342.604418201136,6,47,0.63,524,0,14117,130827,41721,46644,1136,2430,8.3568,457.2058822,20309,21321,142767,188670,0,353831,433581,14641,448.2190822,113973,50,42.83,77.14,100,NA
2025-2026,April,16,KERALA,1609,IDUKKI,208087,312.496924874371,9,23,0,1019,0,11846,190441,35199,27252,28189,24248,23.14991,618.2721787,20396,24679,124357,227523,0,214559,367750,12865,595.1222687,139425,34,63.6,79.65,100,NA
2025-2026,April,16,KERALA,1610,KOTTAYAM,135844,410.139831928953,6,15,0,547,0,10145,175997,25192,18690,5828,4154,2.71022,724.54402,25215,26222,78745,120427,0,210558,294852,10692,721.8338,162812,52,71.87,84.09,100,NA
2025-2026,April,16,KERALA,1611,ALAPPUZHA,411281,497.254610722205,6,97,0,1133,0,21213,229990,38145,43220,1528,1127,3.10636,1146.7422392,33053,34834,171602,273105,0,266491,397991,22346,1143.6358792,209809,32,63.99,77.87,100,NA
2025-2026,April,16,KERALA,1613,KOLLAM,380541,382.259455538742,6,124,0,749,0,19775,389890,77487,58571,3153,2409,4.32625,1494.7176412,58985,61683,189362,301642,0,406586,593006,20524,1490.3913912,338989,41,73.75,86.52,100,NA
2025-2026,April,16,KERALA,1601,KASARGOD,173556,227657.142857143,7,0,0.504,123,24,12350,7,0,9533,0,23712,4.5322,20.9722,1,2,99300,153552,0,172530,248699,12473,15.936,4,51,21.83,15.76,0,NA
2025-2026,April,16,KERALA,1603,WAYANAD,163214,28029.297752809,2,0,3.7985,181,8,8064,178,4,6441,116,47017,4.05543,57.74608,74,81,80726,139613,0,158199,260553,8245,49.89215,152,41,6.17,0,100,NA
2025-2026,April,16,KERALA,1604,KOZHIKODE,406514,134101.477777778,2,0,0,232,26,19373,117,15,36304,0,3932,3.90904,160.807769,47,54,182873,292224,0,360104,533468,19605,156.898729,94,36,65.36,0.4,100,NA
2025-2026,April,16,KERALA,1605,MALAPPURAM,223008,192058.783142857,3,0,0,730,22,17449,35,13,57537,0,5527,4.74471,71.9652841,9,11,133569,216978,0,420666,606487,18179,67.2205741,23,68,19.21,15.32,100,NA
2025-2026,April,16,KERALA,1613,KOLLAM,380541,9240.15838068182,2,0,0,224,24,19217,1408,229,58358,0,2406,4.32625,134.42768,548,559,188750,300606,0,405992,592008,19441,130.10143,1258,41,23.57,15.13,100,NA
2025-2026,April,16,KERALA,1601,KASARGOD,173556,2004.13239680888,5,4,0.504,195,1,12404,5766,527,9537,636,23718,4.5322,120.594474,1067,1236,99328,153610,0,172586,248813,12599,115.558274,4753,51,32.9,23.4,100,NA
2025-2026,April,16,KERALA,1613,KOLLAM,380541,397.073203266734,4,72,0,374,1,19642,170323,32600,58445,1363,2407,4.32625,680.633242,36987,38426,188966,300982,0,406150,592311,20016,676.306992,148653,40,64.07,24.52,100,NA
2025-2026,April,16,KERALA,1603,WAYANAD,163214,130495.085714286,2,0,3.7985,166,9,8077,35,0,6442,24,47030,4.05543,53.52721,12,13,80726,139646,0,158196,260597,8243,45.67328,27,41,0.27,0,0,NA
2025-2026,April,16,KERALA,1605,MALAPPURAM,223008,787031.42625,2,0,0,575,29,17592,8,0,57534,0,5527,4.74471,67.7072241,3,3,133567,216959,0,420529,606288,18167,62.9625141,8,68,10.12,26.5,100,NA
2025-2026,April,16,KERALA,1608,ERNAKULAM,168304,40648.4761904762,3,0,0,131,60,11650,42,7,29857,0,2763,1.57475,18.64711,13,18,97799,150847,0,273729,384813,11781,17.07236,36,51,32.11,0,100,NA
2025-2026,April,16,KERALA,1605,MALAPPURAM,223008,1606.61378985507,5,1,0,980,13,17367,6900,1752,57556,14,5528,4.74471,115.6010615,1167,1366,133648,217157,0,420950,606937,18347,110.8563515,5383,69,34.13,5.73,100,NA
2025-2026,April,16,KERALA,1608,ERNAKULAM,168304,168.361046057767,4,9,0,221,37,11807,20496,4021,29860,74,2763,1.57475,36.08203,4461,4661,97854,150940,0,273793,384917,12028,34.50728,18410,51,31.3,30.14,100,NA
2025-2026,April,16,KERALA,1602,KANNUR,220557,364.759011589868,7,27,0,549,1,15074,128388,6312,7982,7507,13424,3.60738,471.9141798,18340,19157,119492,177168,0,267773,369582,15623,468.3067998,118802,41,58.55,81.3,100.01,NA
2025-2026,April,16,KERALA,1608,ERNAKULAM,168304,360.800774638463,6,23,0,578,0,12065,127027,24483,29926,783,2768,1.57475,459.88915,18558,19383,98133,151387,0,273977,385219,12643,458.3144,112534,51,50.34,60.99,100,NA
2025-2026,April,16,KERALA,1610,KOTTAYAM,135844,398.109415421794,7,16,0,578,0,10160,193661,27690,18700,6274,4154,2.71022,773.692895,26092,27153,78768,120483,0,210645,295001,10738,770.982675,179209,52,71.62,83.91,100,NA
2025-2026,April,16,KERALA,1611,ALAPPUZHA,411281,477.373963789523,7,108,0,1210,0,21211,271137,45096,43230,1691,1127,3.10636,1297.4438042,37453,39476,171643,273198,0,266549,398111,22421,1294.3374442,247409,32,64.05,77.69,100,NA
2025-2026,April,16,KERALA,1610,KOTTAYAM,135844,408.531006524179,7,15,0,553,0,10148,179946,25870,18690,5883,4154,2.71022,737.845425,25382,26397,78746,120437,0,210585,294897,10701,735.135205,166499,52,71.8,84.11,100,NA
2025-2026,April,16,KERALA,1614,THIRUVANANTHAPURAM,511857,339.416550504515,7,36,0,780,0,23126,311289,42828,56375,4616,7788,3.89502,1060.4614059,38962,41875,215626,328776,0,399170,569200,23906,1056.5663859,262359,49,72.48,81.35,100,NA
2025-2026,May,16,KERALA,1601,KASARGOD,433892,478.905588532884,8,13,1.528,384,0,12670,59300,4427,9552,9817,23752,4.5322,290.051214,6897,7694,99498,153932,0,173048,249525,13054,283.991014,49633,52,40.12,48.55,100,NA
2025-2026,May,16,KERALA,1602,KANNUR,551394,351.183577301685,8,32,0,933,1,15037,217091,10687,7989,13089,13436,3.60738,765.9953198,26380,27520,119635,177408,0,267854,369721,15970,762.3879398,202353,41,57.41,83.46,100,NA
2025-2026,May,16,KERALA,1604,KOZHIKODE,1016283,347.142138204239,7,51,0,967,0,20158,324375,40144,36378,4791,3953,3.90904,1129.9513508,44151,46602,183393,293132,2,360542,534186,21125,1126.0423108,290414,37,48.36,82.18,100,NA
2025-2026,April,16,KERALA,1604,KOZHIKODE,406514,363.504351382565,6,38,0,917,0,19940,209538,24497,36357,3356,3945,3.90904,765.5887878,31904,33743,183280,292933,2,360453,534042,20857,761.6797478,186301,37,43.27,77.75,100,NA
2025-2026,May,16,KERALA,1602,KANNUR,551394,334.425474263795,8,32,0,828,1,15077,185614,9312,7983,9788,13424,3.60738,624.3478798,23201,24195,119549,177268,0,267810,369648,15905,620.7404998,172657,41,57.88,83.03,100,NA
2025-2026,May,16,KERALA,1605,MALAPPURAM,557518,395.804719136509,7,61,0,1783,0,18099,139712,38693,57722,4913,5549,4.74471,557.7313992,17957,19613,134249,218448,0,427339,615953,19882,552.9866892,112536,68,36.22,57.91,100,NA
2025-2026,May,16,KERALA,1606,PALAKKAD,739619,764.615884543588,7,12,4.928,1079,2,32931,107140,41868,81449,2693,20686,2.36703,826.5044887,13630,14629,200770,289604,0,415312,563471,34010,819.2094587,93206,60,58.21,60.47,100,NA
2025-2026,May,16,KERALA,1609,IDUKKI,520219,428.105658039434,9,40,0,1226,0,11958,309176,54452,27295,43519,24266,23.14991,1346.7498593,31324,37955,124502,227793,0,215192,368687,13184,1323.5999493,226782,34,64.88,83.35,100,NA
2025-2026,May,16,KERALA,1612,PATHANAMTHITTA,296220,341.574316640024,9,47,0,829,0,8055,251478,73749,32871,3372,2080,0,858.98426,26722,28632,62102,108666,0,164971,257246,8884,858.98426,222380,44,67.73,92.16,100,NA
2025-2026,May,16,KERALA,1612,PATHANAMTHITTA,296220,341.262200645192,9,47,0,829,0,8066,251708,73800,32876,3384,2080,0,858.98426,26725,28635,62104,108676,0,164972,257249,8895,858.98426,222593,44,67.76,92.16,100,NA
2025-2026,May,16,KERALA,1601,KASARGOD,433892,481.698456497049,8,12,1.528,380,0,12649,53709,4238,9551,9334,23750,4.5322,264.775624,6108,6880,99484,153910,0,173031,249499,13029,258.715424,44488,52,40.07,46.82,100,NA
2025-2026,May,16,KERALA,1604,KOZHIKODE,1016283,349.316249674189,7,51,0,939,0,20132,291580,36460,36364,4390,3946,3.90904,1022.4453608,41235,43541,183332,293031,2,360514,534144,21071,1018.5363208,260485,37,47.59,81.14,100,NA
2025-2026,May,16,KERALA,1608,ERNAKULAM,420758,301.60560757902,8,37,0,648,0,12460,209948,41799,29967,1857,2771,1.57475,634.789691,26124,27214,98263,151591,0,274091,385385,13108,633.214941,187954,50,55.32,66.22,100.03,NA
2025-2026,May,16,KERALA,1610,KOTTAYAM,339609,358.473581968398,8,17,0,685,0,10316,269793,38658,18707,8528,4159,2.71022,969.846851,30554,31862,78855,120641,0,210737,295136,11001,967.136631,249713,51,73.38,85.09,100,NA
2025-2026,May,16,KERALA,1611,ALAPPUZHA,1028199,416.443002847984,8,139,0,1455,0,21264,397123,62955,43250,2242,1128,3.10636,1656.8973062,48410,51240,171721,273336,0,266679,398331,22719,1653.7909462,362877,32,64.13,80.04,100,NA
2025-2026,May,16,KERALA,1601,KASARGOD,433892,478.23766689869,8,15,1.528,384,0,12715,63212,4623,9556,10317,23754,4.5322,308.363794,7312,8159,99513,153963,0,173086,249583,13099,302.303594,52923,52,40.45,48.78,100,NA
2025-2026,May,16,KERALA,1602,KANNUR,551394,361.431535556524,8,35,0,1009,1,15051,234078,11668,7993,14060,13436,3.60738,849.6390898,27614,28810,119653,177441,0,267886,369766,16060,846.0317098,218245,41,57.06,83.82,100,NA
2025-2026,May,16,KERALA,1603,WAYANAD,408036,486.228551627787,7,24,3.7985,596,0,8680,163197,10636,6460,62179,47132,4.85543,802.1643394,20896,22665,81065,140239,0,158616,261238,9276,793.5104094,139888,42,56.17,76.57,100.02,NA
2025-2026,May,16,KERALA,1607,THRISSUR,457256,339.887975804321,9,71,0.63,786,0,14600,283935,91783,46739,1815,2431,8.3568,974.0477241,31398,32914,143140,189276,3,354225,434239,15386,965.0609241,250685,50,43.71,81.11,100,NA
2025-2026,May,16,KERALA,1602,KANNUR,551394,352.448199258651,9,43,0,1135,1,15032,282728,13519,7993,17777,13439,3.60738,1000.0771248,30273,31597,119726,177569,0,267937,369866,16167,996.4697448,263691,41,57.17,84.45,100,NA
2025-2026,May,16,KERALA,1609,IDUKKI,520219,354.66879275433,11,42,0,1468,0,12150,473607,83744,27324,67246,24287,23.14991,1702.8861393,40246,48707,124669,228043,0,215399,368920,13618,1679.7362293,353237,34,68.29,86.91,100.01,NA
2025-2026,May,16,KERALA,1611,ALAPPUZHA,1028199,410.904676810183,9,167,2.7174409,1613,0,21389,547279,83747,43279,2815,1128,3.10636,2254.6188071,59951,63528,171872,273553,0,266754,398458,23002,2248.7950062,500473,32,64.69,80.98,100,NA
2025-2026,May,16,KERALA,1606,PALAKKAD,739619,586.486794927368,8,27,4.928,1550,2,32905,189172,71507,81573,4715,20694,2.36703,1116.7638297,22700,24274,201008,290130,0,417185,566176,34455,1109.4687997,166021,60,62.4,67.94,100,NA
2025-2026,May,16,KERALA,1607,THRISSUR,457256,338.225654809167,10,77,0.63,863,0,14775,367756,119803,46784,2247,2432,8.3568,1252.8319391,34910,36653,143337,189586,3,354424,434560,15638,1243.8451391,325784,50,44.59,82.37,100,NA
2025-2026,May,16,KERALA,1611,ALAPPUZHA,1028199,417.55161448712,9,170,2.7174409,1625,0,21474,580847,89180,43291,3220,1128,3.10636,2431.1598271,62582,66313,171905,273612,0,266777,398487,23099,2425.3360262,531539,32,64.18,81.11,100,NA
2025-2026,May,16,KERALA,1601,KASARGOD,433892,473.046263976978,8,15,1.528,396,0,12742,69847,5147,9556,10957,23761,4.5322,336.468824,7845,8741,99531,153996,0,173124,249642,13138,330.408624,58575,52,43.05,51.37,100,NA
2025-2026,May,16,KERALA,1603,WAYANAD,408036,461.369488116192,8,27,3.7985,597,0,8723,180666,11470,6460,68615,47146,4.85543,842.1917294,22456,24334,81107,140309,0,158674,261317,9320,833.5377994,155017,42,56.19,77.29,100.02,NA
2025-2026,May,16,KERALA,1611,ALAPPUZHA,1028199,412.664712250287,8,159,0,1558,0,21347,496421,76823,43274,2668,1128,3.10636,2051.6606512,56202,59554,171827,273483,0,266729,398413,22905,2048.5542912,453749,32,64.41,80.58,100,NA
2025-2026,May,16,KERALA,1601,KASARGOD,433892,434.177544334449,9,16,1.528,543,0,12705,84246,6070,9556,13378,23772,4.5322,371.837414,8959,9943,99566,154075,1,173244,249825,13248,365.777214,71148,53,45.43,54.13,100,NA
2025-2026,May,16,KERALA,1604,KOZHIKODE,1016283,370.984240921162,8,69,0,1116,0,20497,489903,60286,36412,7625,3959,3.90904,1821.3719658,55837,59057,183579,293435,2,360687,534404,21613,1817.4629258,440807,37,53.22,85.22,100,NA
2025-2026,May,16,KERALA,1614,THIRUVANANTHAPURAM,1279645,336.697509453064,10,70,0,1204,0,23778,823807,131687,56493,16566,7790,3.89502,2777.6326717,77649,82462,216166,329652,0,400000,570449,24982,2773.7376517,712269,49,78.83,86.05,100,NA
2025-2026,May,16,KERALA,1608,ERNAKULAM,420758,324.532541763349,9,44,0,678,0,12713,285298,56845,29994,2532,2772,1.57475,927.459601,31180,32519,98419,151830,0,274175,385518,13391,925.884851,256084,50,58.13,69.43,100.02,NA
2025-2026,May,16,KERALA,1613,KOLLAM,951352,356.761435529435,9,174,0,1749,0,19763,769925,151473,58706,8185,2409,4.32625,2751.1217325,80575,85008,189935,302551,1,407513,594350,21512,2746.7954825,669560,40,75.16,88.63,100.01,NA
2025-2026,May,16,KERALA,1607,THRISSUR,457256,343.875812018553,12,87,1.22,1114,0,14889,489410,158060,46850,3854,2435,13.6853,1697.8679116,38566,40584,143552,189947,4,354809,435126,16003,1682.9626116,434715,50,45.47,83.44,100,NA
2025-2026,May,16,KERALA,1603,WAYANAD,408036,427.474505523384,10,36,6.924,700,0,9049,315839,18633,6479,123659,47236,4.85543,1361.9106335,29650,32324,81271,140664,0,159673,262729,9749,1350.1312035,273319,42,55.82,81.38,100.01,NA
